path,classification,reason,canonical_replacement,recovery_branch,recovery_tag,recovery_commit,kind
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180134Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180134Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180134Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180143Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180152Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180201Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180210Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180219Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180228Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180237Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180245Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180254Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180303Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/gate2_analysis.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/gate2_txn.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/gate2_txn.log,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/preflight_clean.txt,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180312Z/run.summary,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
defense3/evidence/ksweep_hold/20260803T175912Z/gate2_20260803T180321Z/gate2_analysis.json,DEFENSE_1_3_DEV,Defense-3 development tree. Only the three modules the retained control chain actually loads are kept; no other file is an exact dependency,defense4/timing/implementation/control/ (3 proved dependencies),cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
