poll_number,tcp_session_sport,dnp3_app_seq,request_seq_app,request_timestamp,pure_tcp_ack_timestamp,response_timestamp,request_to_ack_ms,ack_to_response_clrt_ms,request_to_response_ms,separate_pure_ack,request_wire_bytes,response_wire_bytes,dnp3_response_length,fir,fin,con,function_code,function_name,iin_lsb,iin_msb,decoded_point_count,completion,timeout,error,notes
138,37541,9,9,1784834824.773813,1784834824.774336,1784834824.776105,0.5230903625488281,1.7688274383544922,2.2919178009033203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
139,37541,10,10,1784834825.778395,1784834825.778906,1784834825.780769,0.51116943359375,1.8630027770996094,2.3741722106933594,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
140,37541,11,11,1784834826.78302,1784834826.783481,1784834826.785188,0.4608631134033203,1.7070770263671875,2.167940139770508,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
141,37541,12,12,1784834827.787449,1784834827.789981,1784834827.793032,2.5320053100585938,3.0510425567626953,5.583047866821289,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
142,37541,13,13,1784834828.795344,1784834828.796258,1784834828.797974,0.9138584136962891,1.7161369323730469,2.629995346069336,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
143,37541,14,14,1784834829.800257,1784834829.800901,1784834829.807129,0.6439685821533203,6.227970123291016,6.871938705444336,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
144,37541,15,15,1784834830.809354,1784834830.809862,1784834830.811592,0.5078315734863281,1.730203628540039,2.238035202026367,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
145,37541,0,0,1784834831.813771,1784834831.814288,1784834831.81607,0.5168914794921875,1.7821788787841797,2.299070358276367,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
146,37541,1,1,1784834832.818185,1784834832.818699,1784834832.820418,0.5137920379638672,1.7189979553222656,2.232789993286133,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
147,37541,2,2,1784834833.822624,1784834833.82309,1784834833.824851,0.4661083221435547,1.7609596252441406,2.2270679473876953,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
148,37541,3,3,1784834834.827017,1784834834.827485,1784834834.82925,0.4680156707763672,1.7650127410888672,2.2330284118652344,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
149,37541,4,4,1784834835.831328,1784834835.832,1784834835.833771,0.6721019744873047,1.7709732055664062,2.443075180053711,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
150,37541,5,5,1784834836.835918,1784834836.83643,1784834836.840538,0.5121231079101562,4.107952117919922,4.620075225830078,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
151,37541,6,6,1784834837.842676,1784834837.843125,1784834837.845911,0.44918060302734375,2.785921096801758,3.2351016998291016,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
152,37541,7,7,1784834838.848037,1784834838.849552,1784834838.853534,1.5149116516113281,3.982067108154297,5.496978759765625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
153,37541,8,8,1784834839.855664,1784834839.856173,1784834839.871822,0.5090236663818359,15.649080276489258,16.158103942871094,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
154,37541,9,9,1784834840.873998,1784834840.875214,1784834840.877375,1.2161731719970703,2.160787582397461,3.3769607543945312,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
155,37541,10,10,1784834841.879476,1784834841.879995,1784834841.882361,0.5190372467041016,2.3658275604248047,2.8848648071289062,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
156,37541,11,11,1784834842.884479,1784834842.884998,1784834842.88835,0.5190372467041016,3.351926803588867,3.8709640502929688,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
157,37541,12,12,1784834843.89047,1784834843.890952,1784834843.898405,0.4820823669433594,7.452964782714844,7.935047149658203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
158,37541,13,13,1784834844.900554,1784834844.905704,1784834844.912509,5.150079727172852,6.804943084716797,11.955022811889648,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
159,37541,14,14,1784834845.914647,1784834845.915158,1784834845.918484,0.5109310150146484,3.325939178466797,3.8368701934814453,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
160,37541,15,15,1784834846.920613,1784834846.921094,1784834846.928548,0.48089027404785156,7.454156875610352,7.935047149658203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
161,37541,0,0,1784834847.930711,1784834847.931687,1784834847.937547,0.9760856628417969,5.859851837158203,6.8359375,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
162,37541,1,1,1784834848.939706,1784834848.940342,1784834848.942636,0.6358623504638672,2.2940635681152344,2.9299259185791016,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
163,37541,2,2,1784834849.944775,1784834849.945364,1784834849.947549,0.5888938903808594,2.1851062774658203,2.7740001678466797,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
164,37541,3,3,1784834850.949702,1784834850.950211,1784834850.958573,0.5090236663818359,8.362054824829102,8.871078491210938,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
165,37541,4,4,1784834851.960708,1784834851.962224,1784834851.967734,1.516103744506836,5.510091781616211,7.026195526123047,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
166,37541,5,5,1784834852.969931,1784834852.970904,1784834852.977657,0.9732246398925781,6.752967834472656,7.726192474365234,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
167,37541,6,6,1784834853.979796,1784834853.980267,1784834853.983727,0.4711151123046875,3.459930419921875,3.9310455322265625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
168,37541,7,7,1784834854.985857,1784834854.986333,1784834854.993653,0.47588348388671875,7.320165634155273,7.796049118041992,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
169,37541,8,8,1784834855.995786,1784834855.996943,1784834856.002738,1.1570453643798828,5.795001983642578,6.952047348022461,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
170,37541,9,9,1784834857.004869,1784834857.005556,1784834857.007769,0.6871223449707031,2.213001251220703,2.9001235961914062,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
171,37541,10,10,1784834858.009871,1784834858.010403,1784834858.01274,0.5319118499755859,2.3369789123535156,2.8688907623291016,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
172,37541,11,11,1784834859.015014,1784834859.015529,1784834859.018755,0.514984130859375,3.226041793823242,3.741025924682617,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
173,37541,12,12,1784834860.021056,1784834860.025637,1784834860.028725,4.580974578857422,3.0879974365234375,7.668972015380859,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
174,37541,13,13,1784834861.030932,1784834861.031999,1784834861.037841,1.0671615600585938,5.841970443725586,6.90913200378418,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
175,37541,14,14,1784834862.039991,1784834862.040536,1784834862.048864,0.5450248718261719,8.327960968017578,8.87298583984375,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
176,37541,15,15,1784834863.051019,1784834863.051498,1784834863.055986,0.47898292541503906,4.4879913330078125,4.966974258422852,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
177,37541,0,0,1784834864.058076,1784834864.058541,1784834864.060307,0.46515464782714844,1.7659664154052734,2.231121063232422,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
178,37541,1,1,1784834865.062382,1784834865.066497,1784834865.068218,4.115104675292969,1.7209053039550781,5.836009979248047,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
179,37541,2,2,1784834866.070368,1784834866.070995,1784834866.072908,0.6270408630371094,1.912832260131836,2.5398731231689453,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
180,37541,3,3,1784834867.07503,1784834867.075538,1784834867.07738,0.5078315734863281,1.8420219421386719,2.349853515625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
181,37541,4,4,1784834868.079441,1784834868.080007,1784834868.08411,0.5660057067871094,4.102945327758789,4.668951034545898,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
182,37541,5,5,1784834869.086231,1784834869.086699,1784834869.093988,0.4680156707763672,7.288932800292969,7.756948471069336,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
183,37541,6,6,1784834870.096106,1784834870.097371,1784834870.107385,1.2650489807128906,10.013818740844727,11.278867721557617,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
184,37541,7,7,1784834871.109468,1784834871.110197,1784834871.112123,0.7290840148925781,1.9259452819824219,2.655029296875,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
185,37541,8,8,1784834872.114224,1784834872.114724,1784834872.116501,0.49996376037597656,1.7771720886230469,2.2771358489990234,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
186,37541,9,9,1784834873.118631,1784834873.119186,1784834873.120911,0.5550384521484375,1.7249584197998047,2.279996871948242,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
187,37541,10,10,1784834874.123054,1784834874.123762,1784834874.125493,0.7078647613525391,1.7311573028564453,2.4390220642089844,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
188,37541,11,11,1784834875.127653,1784834875.128194,1784834875.129916,0.5412101745605469,1.7218589782714844,2.2630691528320312,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
189,37541,12,12,1784834876.13204,1784834876.132648,1784834876.138235,0.6079673767089844,5.587100982666016,6.195068359375,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
190,37541,13,13,1784834877.140332,1784834877.141373,1784834877.143281,1.0409355163574219,1.9080638885498047,2.9489994049072266,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
191,37541,14,14,1784834878.145372,1784834878.14592,1784834878.14778,0.5481243133544922,1.859903335571289,2.4080276489257812,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
192,37541,15,15,1784834879.149932,1784834879.150401,1784834879.15233,0.469207763671875,1.9288063049316406,2.3980140686035156,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
193,37541,0,0,1784834880.154389,1784834880.154897,1784834880.159247,0.5080699920654297,4.349946975708008,4.8580169677734375,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
194,37541,1,1,1784834881.161358,1784834881.162012,1784834881.164992,0.6539821624755859,2.9799938201904297,3.6339759826660156,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
195,37541,2,2,1784834882.167151,1784834882.167969,1784834882.169696,0.8180141448974609,1.7271041870117188,2.5451183319091797,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
196,37541,3,3,1784834883.171862,1784834883.172646,1784834883.1744,0.7841587066650391,1.7540454864501953,2.5382041931152344,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
197,37541,4,4,1784834884.176574,1784834884.177082,1784834884.178814,0.5080699920654297,1.73187255859375,2.2399425506591797,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
198,37541,5,5,1784834885.181003,1784834885.181517,1784834885.18363,0.5137920379638672,2.1131038665771484,2.6268959045410156,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
199,37541,6,6,1784834886.185744,1784834886.186212,1784834886.188035,0.4680156707763672,1.8229484558105469,2.290964126586914,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
200,37541,7,7,1784834887.190176,1784834887.190642,1784834887.192561,0.4661083221435547,1.918792724609375,2.3849010467529297,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
201,37541,8,8,1784834888.194678,1784834888.195149,1784834888.196971,0.47087669372558594,1.8219947814941406,2.2928714752197266,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
202,37541,9,9,1784834889.199094,1784834889.199509,1784834889.20128,0.41484832763671875,1.7712116241455078,2.1860599517822266,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
203,37541,10,10,1784834890.203425,1784834890.203959,1784834890.205673,0.5340576171875,1.7139911651611328,2.248048782348633,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
204,37541,11,11,1784834891.207793,1784834891.211286,1784834891.21425,3.493070602416992,2.964019775390625,6.457090377807617,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
205,37541,12,12,1784834892.216351,1784834892.217217,1784834892.218953,0.865936279296875,1.7359256744384766,2.6018619537353516,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
206,37541,13,13,1784834893.221056,1784834893.221631,1784834893.223543,0.5750656127929688,1.9118785858154297,2.4869441986083984,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
207,37541,14,14,1784834894.22567,1784834894.226192,1784834894.228089,0.5218982696533203,1.8970966339111328,2.418994903564453,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
208,37541,15,15,1784834895.230194,1784834895.230695,1784834895.232628,0.5009174346923828,1.9330978393554688,2.4340152740478516,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
209,37541,0,0,1784834896.234746,1784834896.235215,1784834896.236956,0.46896934509277344,1.7409324645996094,2.209901809692383,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
210,37541,1,1,1784834897.239049,1784834897.23964,1784834897.241345,0.5910396575927734,1.7049312591552734,2.295970916748047,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
211,37541,2,2,1784834898.243392,1784834898.246444,1784834898.249345,3.0519962310791016,2.9010772705078125,5.953073501586914,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
212,37541,3,3,1784834899.251408,1784834899.25296,1784834899.254726,1.5518665313720703,1.7659664154052734,3.3178329467773438,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
213,37541,4,4,1784834900.256855,1784834900.257405,1784834900.259128,0.5500316619873047,1.7230510711669922,2.273082733154297,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
214,37541,5,5,1784834901.261142,1784834901.261831,1784834901.263759,0.6890296936035156,1.9278526306152344,2.61688232421875,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
215,37541,6,6,1784834902.265866,1784834902.266371,1784834902.268108,0.5049705505371094,1.7368793487548828,2.241849899291992,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
216,37541,7,7,1784834903.270195,1784834903.270818,1784834903.272732,0.6229877471923828,1.9140243530273438,2.5370121002197266,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
217,37541,8,8,1784834904.274861,1784834904.275378,1784834904.277102,0.5168914794921875,1.7240047454833984,2.240896224975586,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
218,37541,9,9,1784834905.279183,1784834905.28172,1784834905.284606,2.5370121002197266,2.886056900024414,5.423069000244141,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
219,37541,10,10,1784834906.286734,1784834906.288292,1784834906.290013,1.5578269958496094,1.7211437225341797,3.278970718383789,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
220,37541,11,11,1784834907.292122,1784834907.293104,1784834907.294994,0.9820461273193359,1.8901824951171875,2.8722286224365234,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
221,37541,12,12,1784834908.29709,1784834908.297615,1784834908.299371,0.5249977111816406,1.7559528350830078,2.2809505462646484,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
222,37541,13,13,1784834909.301433,1784834909.301944,1784834909.303884,0.5109310150146484,1.940011978149414,2.4509429931640625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
223,37541,14,14,1784834910.306023,1784834910.306537,1784834910.308341,0.5140304565429688,1.8041133880615234,2.318143844604492,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
224,37541,15,15,1784834911.310447,1784834911.310954,1784834911.31287,0.5071163177490234,1.9159317016601562,2.4230480194091797,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
225,37541,0,0,1784834912.315023,1784834912.316879,1784834912.319644,1.856088638305664,2.7649402618408203,4.621028900146484,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
226,37541,1,1,1784834913.321797,1784834913.322265,1784834913.325192,0.4680156707763672,2.927064895629883,3.39508056640625,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
227,37541,2,2,1784834914.327263,1784834914.328629,1784834914.330334,1.3659000396728516,1.7049312591552734,3.070831298828125,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
228,37541,3,3,1784834915.332441,1784834915.333266,1784834915.335057,0.8249282836914062,1.7910003662109375,2.6159286499023438,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
229,37541,4,4,1784834916.337157,1784834916.337719,1784834916.33945,0.5619525909423828,1.7309188842773438,2.2928714752197266,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
230,37541,5,5,1784834917.341542,1784834917.342135,1784834917.344045,0.5929470062255859,1.9099712371826172,2.502918243408203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
231,37541,6,6,1784834918.346139,1784834918.346686,1784834918.348587,0.5469322204589844,1.9011497497558594,2.4480819702148438,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
232,37541,7,7,1784834919.350819,1784834919.352021,1784834919.353895,1.2018680572509766,1.8739700317382812,3.075838088989258,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
233,37541,8,8,1784834920.356172,1784834920.356671,1784834920.358472,0.4990100860595703,1.8010139465332031,2.3000240325927734,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
234,37541,9,9,1784834921.360637,1784834921.361139,1784834921.363978,0.5021095275878906,2.8388500213623047,3.3409595489501953,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
235,37541,10,10,1784834922.36609,1784834922.366602,1784834922.369382,0.5118846893310547,2.7799606323242188,3.2918453216552734,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
236,37541,11,11,1784834923.371467,1784834923.371934,1784834923.374844,0.4668235778808594,2.910137176513672,3.3769607543945312,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
237,37541,12,12,1784834924.377004,1784834924.37785,1784834924.379589,0.8461475372314453,1.7390251159667969,2.585172653198242,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
238,37541,13,13,1784834925.381703,1784834925.382271,1784834925.384214,0.5681514739990234,1.9428730010986328,2.5110244750976562,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
239,37541,14,14,1784834926.38637,1784834926.386846,1784834926.392654,0.4761219024658203,5.8078765869140625,6.283998489379883,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
240,37541,15,15,1784834927.394616,1784834927.395466,1784834927.397175,0.8502006530761719,1.708984375,2.559185028076172,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
241,37541,0,0,1784834928.399222,1784834928.399923,1784834928.401657,0.7011890411376953,1.734018325805664,2.4352073669433594,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
242,37541,1,1,1784834929.403793,1784834929.404476,1784834929.406201,0.682830810546875,1.7249584197998047,2.4077892303466797,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
243,37541,2,2,1784834930.408348,1784834930.408923,1784834930.410648,0.5748271942138672,1.7251968383789062,2.3000240325927734,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
244,37541,3,3,1784834931.41278,1784834931.413587,1784834931.415363,0.8070468902587891,1.775979995727539,2.583026885986328,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
245,37541,4,4,1784834932.417463,1784834932.418025,1784834932.41975,0.5619525909423828,1.7249584197998047,2.2869110107421875,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
246,37541,5,5,1784834933.421869,1784834933.422456,1784834933.428416,0.5869865417480469,5.959987640380859,6.546974182128906,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
247,37541,6,6,1784834934.43052,1784834934.431119,1784834934.432844,0.598907470703125,1.7249584197998047,2.3238658905029297,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
248,37541,7,7,1784834935.435001,1784834935.435584,1784834935.437302,0.5831718444824219,1.7180442810058594,2.3012161254882812,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
249,37541,8,8,1784834936.439418,1784834936.440115,1784834936.441841,0.6968975067138672,1.725912094116211,2.422809600830078,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
250,37541,9,9,1784834937.44402,1784834937.444598,1784834937.450182,0.5779266357421875,5.584001541137695,6.161928176879883,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
251,37541,10,10,1784834938.452224,1784834938.453292,1784834938.455074,1.0678768157958984,1.7821788787841797,2.850055694580078,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
252,37541,11,11,1784834939.457185,1784834939.457776,1784834939.45977,0.5910396575927734,1.9938945770263672,2.5849342346191406,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
253,37541,12,12,1784834940.461877,1784834940.462416,1784834940.464199,0.5388259887695312,1.783132553100586,2.321958541870117,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
254,37541,13,13,1784834941.466311,1784834941.466814,1784834941.468788,0.5030632019042969,1.973867416381836,2.476930618286133,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
255,37541,14,14,1784834942.470924,1784834942.471389,1784834942.47316,0.46515464782714844,1.7709732055664062,2.2361278533935547,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
256,37541,15,15,1784834943.47523,1784834943.475772,1784834943.477853,0.5419254302978516,2.081155776977539,2.6230812072753906,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
257,37541,0,0,1784834944.480022,1784834944.48049,1784834944.482256,0.4680156707763672,1.7659664154052734,2.2339820861816406,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
258,37541,1,1,1784834945.484377,1784834945.484844,1784834945.486574,0.46706199645996094,1.7299652099609375,2.1970272064208984,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
259,37541,2,2,1784834946.48871,1784834946.489229,1784834946.490966,0.5190372467041016,1.7371177673339844,2.256155014038086,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
260,37541,3,3,1784834947.493083,1784834947.497968,1784834947.499983,4.884958267211914,2.0151138305664062,6.90007209777832,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
261,37541,4,4,1784834948.502072,1784834948.502546,1784834948.504921,0.47397613525390625,2.374887466430664,2.8488636016845703,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
262,37541,5,5,1784834949.506982,1784834949.507495,1784834949.509213,0.5128383636474609,1.7180442810058594,2.2308826446533203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
263,37541,6,6,1784834950.511373,1784834950.511887,1784834950.513663,0.5140304565429688,1.775979995727539,2.290010452270508,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
264,37541,7,7,1784834951.515818,1784834951.516365,1784834951.518048,0.5469322204589844,1.6829967498779297,2.229928970336914,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
265,37541,8,8,1784834952.520156,1784834952.520623,1784834952.522387,0.46706199645996094,1.764059066772461,2.231121063232422,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
266,37541,9,9,1784834953.524495,1784834953.524994,1784834953.526718,0.4990100860595703,1.7240047454833984,2.2230148315429688,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
267,37541,10,10,1784834954.52888,1784834954.533545,1784834954.535262,4.665136337280273,1.7170906066894531,6.382226943969727,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
268,37541,11,11,1784834955.537338,1784834955.538098,1784834955.5399,0.7600784301757812,1.8019676208496094,2.5620460510253906,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
269,37541,12,12,1784834956.54196,1784834956.542568,1784834956.544333,0.6079673767089844,1.7650127410888672,2.3729801177978516,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
270,37541,13,13,1784834957.547963,1784834957.548497,1784834957.556093,0.5340576171875,7.596015930175781,8.130073547363281,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
271,37541,14,14,1784834958.558204,1784834958.559746,1784834958.565619,1.5420913696289062,5.872964859008789,7.415056228637695,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
272,37541,15,15,1784834959.567768,1784834959.572723,1784834959.575173,4.954814910888672,2.4499893188476562,7.404804229736328,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
273,37541,0,0,1784834960.577326,1784834960.577835,1784834960.581282,0.5090236663818359,3.446817398071289,3.955841064453125,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
274,37541,1,1,1784834961.583376,1784834961.583879,1784834961.591215,0.5030632019042969,7.335901260375977,7.838964462280273,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
275,37541,2,2,1784834962.593371,1784834962.594587,1784834962.605235,1.2161731719970703,10.648012161254883,11.864185333251953,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
276,37541,3,3,1784834963.607349,1784834963.607855,1784834963.611243,0.5061626434326172,3.387928009033203,3.8940906524658203,True,18,134,115,1,1,0,129,RESPONSE,128,0,69,SUCCESS,False,,
