candidate_id,tier,read_encoding,sbo_encoding,real_objects,decoy_objects,native_size_bytes,u_userdata,crc_boundary_offsets,balanced_split,point_config_burden,parser_visible_differences,physical_risk,opendnp3_result,sel751_compat,reason
C34,2,"READ G20V1 x4 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 4 configured counter points (G20V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 4 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C35,2,"READ G30V2 x6 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 6 configured analog points (G30V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C36,2,"READ G30V3 x6 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 6 configured analog points (G30V3) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V3); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C37,2,"READ G20V2 x6 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 6 configured counter points (G20V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C38,2,"READ G20V5 x6 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 6 configured counter points (G20V5) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V5); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C39,2,"READ G30V2 x7 pts, qualifier start-stop 2-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 7 configured analog points (G30V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 7 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C40,2,"READ G20V2 x7 pts, qualifier start-stop 2-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 7 configured counter points (G20V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 7 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C41,2,"READ G30V2 x8 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 8 configured analog points (G30V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C42,2,"READ G30V4 x8 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 8 configured analog points (G30V4) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C43,2,"READ G20V2 x8 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 8 configured counter points (G20V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C44,2,"READ G20V6 x8 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 8 configured counter points (G20V6) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 8 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C45,2,"READ G1V2 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 12 configured status points (G1V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C46,2,"READ G10V2 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 12 configured status points (G10V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C47,2,"READ G30V4 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 12 configured analog points (G30V4) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C48,2,"READ G20V6 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 12 configured counter points (G20V6) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C49,2,"READ G1V2 x21 pts, qualifier start-stop 2-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 21 configured status points (G1V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 21 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C50,2,"READ G10V2 x21 pts, qualifier start-stop 2-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 21 configured status points (G10V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 21 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C51,2,"READ G1V2 x24 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 24 configured status points (G1V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C52,2,"READ G10V2 x24 pts, qualifier limited-qty count 1-byte","SBO G12V1 x2 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"1 decoy CROB(s) (odd index, must be physically disconnected)",49,33,10 28 46 49,28+21,SBO: 2 G12V1 points (1 real + 1 decoy); READ: 24 configured status points (G10V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 24 status pts + 2 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C53,2,"READ G30V1 x6 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 6 configured analog points (G30V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C54,2,"READ G20V1 x6 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 6 configured counter points (G20V1) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 6 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C55,2,"READ G30V2 x9 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 9 configured analog points (G30V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C56,2,"READ G30V3 x9 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 9 configured analog points (G30V3) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V3); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C57,2,"READ G20V2 x9 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 9 configured counter points (G20V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C58,2,"READ G20V5 x9 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 9 configured counter points (G20V5) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V5); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 9 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C59,2,"READ G30V2 x11 pts, qualifier start-stop 2-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 11 configured analog points (G30V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 11 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C60,2,"READ G20V2 x11 pts, qualifier start-stop 2-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 11 configured counter points (G20V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 11 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C61,2,"READ G30V2 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 12 configured analog points (G30V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C62,2,"READ G30V4 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 12 configured analog points (G30V4) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C63,2,"READ G20V2 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 12 configured counter points (G20V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C64,2,"READ G20V6 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 12 configured counter points (G20V6) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C65,2,"READ G1V2 x18 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x3 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"2 decoy CROB(s) (odd index, must be physically disconnected)",61,45,10 28 46 61,28+33,SBO: 3 G12V1 points (1 real + 2 decoy); READ: 18 configured status points (G1V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 18 status pts + 3 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
